"id","category","sub_category","year","end_year","country","region","country_income_group","sids","lldc","fcs","ida","recipient_institution","recipient_institution_type","implementing_agency","provider","provider_region","provider_country","provider_type","sector_name","program_scheme_project","fund_name","fund_type","bi_multi_code","allocable","type_of_aid","channel_code","gender","environment","biodiversity","ocean_oda","sustainable_ocean_oda","land_based_oda","plastic_oda","plastic_specific_oda","solid_waste_oda","wastewater_oda","ft_concessional_loan","ft_commercial_loan","ft_equity","ft_grant","ft_others","commitment","created_at","updated_at","sources_intermediaries","archetype","pathways","convertible_bonds","public_offering"
"961","public finance","MEA Finance","2021","2021","New Zealand","Oceania","Lower middle income","1","1","0","0","Ministry of Environment and Renewable Energy","National Institute","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Non-profit regional funds","Water Supply & Sanitation","Qp1kv2qYXb2NUWdj","Amazon Fund","Multi Donor National","3","1","B04","22000","1","2",,"1","0","0","1","0","0","1","36","42","11","23","81","338","10/10/2024 16:12:54","10/10/2024 16:12:54","Other Multilateral Institution","Value Recovery","Circular Pathways","90","114"
"962","public finance","MEA Finance","2019","2020","Chile","Latin America and the Caribbean","Lower middle income","1","1","0","1","UNEP","Government","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Foundation","Post-Secondary Education","Nv7OoQyWNbrgnKpY","Global Environment Facility (GEF4)","Multi Donor National","8","0","D01","11001","1",,"1","0","0","0","0","1","0","0","11","73","53","87","72","181","10/10/2024 16:12:54","10/10/2024 16:12:54","Institutional Investors","Plastic Waste-to-Energy","Non-circular Pathways","33","55"
"963","public finance","MEA Finance","2021","2018","Canada","North America","Low income","0","0","0","0","Ministry of Environment and Renewable Energy","Regional Government","World Bank","Sweden","Europe","Sweden","National Institute","General Environment Protection","UDZvxG0XpEofJCwq","Global Environment Facility (GEF4)","Multi Donor National","1","1","D02","41107","2","0","2","0","0","1","1","0","1","0","69","56","47","38","7","962","10/10/2024 16:12:54","10/10/2024 16:12:54","Commercial Banks and Similar FIs","Plastic Waste-to-Energy","Non-circular Pathways","44","81"
"964","private finance","Private Finance","2021","2019","Canada","North America","Lower middle income","1","0","0","1","Ministry of Environment and Renewable Energy","Government","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Research Institute","Post-Secondary Education","sU47aUSZxdnt8vTG","Amazon Fund","Multilateral","1","0","C01","22000",,"1",,"0","0","1","0","0","1","0","22","98","6","23","51","954","10/10/2024 16:12:54","10/10/2024 16:12:54","Individuals and Family Offices","Plastic Waste-to-Energy","Non-circular Pathways","130","153"
"965","public finance","Development Finance","2024","2022","Canada","North America","Upper middle income","0","0","1","1","Economic Affairs and Investment Division Ministry of Finance","Non-profit regional funds","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Government agency","Post-Secondary Education","P4qqGo7VGTPW3Y3y","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor Regional","7","0","D01","41107","2","1","2","1","0","0","1","0","0","1","53","33","84","89","88","142","10/10/2024 16:12:54","10/10/2024 16:12:54","International Monetary Fund (IMF)","Other Services","Supporting Pathways","196","136"
"966","public finance","Development Finance","2018","2021","Somalia","Africa","High income","1","1","1","1","Ministry of Environment and Renewable Energy","Non-profit regional funds","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Regional Government","Transport & Storage","wtEUKb1Tmbn9n7T3","Amazon Fund","Multilateral","4","0","E01","21000",,,"0","1","1","1","0","0","1","1","33","69","93","41","26","535","10/10/2024 16:12:54","10/10/2024 16:12:54","Private Corporations","Digital Mapping","Supporting Pathways","48","12"
"967","public finance","Development Finance","2019","2024","France","Europe","Lower middle income","1","0","1","0","UNEP","Non-profit organization","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Government","Post-Secondary Education","RPTOgRO6GAPIINRc","Global Environment Facility (GEF4)","Multi Donor National","3","1","C01","41107","1","2","1","0","1","0","1","0","0","0","64","91","84","91","85","828","10/10/2024 16:12:54","10/10/2024 16:12:54","United Nations agency, fund or commission","Operational Platforms","Supporting Pathways","92","167"
"968","public finance","MEA Finance","2021","2024","United States","North America","High income","0","0","0","0","Economic Affairs and Investment Division Ministry of Finance","Non-profit organization","World Bank","South Korea","Asia","South Korea","Non-profit regional funds","Water Supply & Sanitation","H1Ak8FWfoE4lGKtc","Global Climate Change Alliance (GCCA)","Multilateral","1","1","B04","21000","2","0",,"0","1","0","0","1","0","0","99","12","13","47","43","557","10/10/2024 16:12:54","10/10/2024 16:12:54","Regional Development Bank","Plastic Waste-to-Energy","Non-circular Pathways","147","155"
"969","public finance","Domestic Finance","2019","2022","Australia","Oceania","Low income","1","1","0","0","UNEP","Regional Government","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Government agency","Water Supply & Sanitation","FS0hc9YJXr3oxzbS","Global Climate Change Alliance (GCCA)","Multilateral","8","1","E01","41107",,,,"1","0","1","1","0","1","0","95","81","18","47","21","316","10/10/2024 16:12:54","10/10/2024 16:12:54","Institutional Investors","Other Services","Supporting Pathways","58","33"
"970","public finance","MEA Finance","2019","2021","Kenya","Africa","High income","1","1","0","0","UNEP","Non-profit organization","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Non-profit regional funds","Water Supply & Sanitation","ULiQ3Vwdr7fndv2y","Global Climate Change Alliance (GCCA)","Multi Donor Regional","8","0","D02","41107","1","0","0","1","0","0","1","1","1","0","36","40","53","72","83","131","10/10/2024 16:12:54","10/10/2024 16:12:54","Institutional Investors","Training/ Capacity Building/ Education","Supporting Pathways","47","137"
"971","public finance","MEA Finance","2023","2019","Australia","Oceania","High income","0","1","1","1","Ministry of Environment and Renewable Energy","Foundation","International Union for Conservation of Nature (IUCN)","South Korea","Asia","South Korea","Regional Government","Post-Secondary Education","dtm9AZLqEdbWmPwM","Global Climate Change Alliance (GCCA)","Multi Donor National","1","0","E01","22000","1","2","0","1","0","0","0","0","0","1","2","77","70","88","83","829","10/10/2024 16:12:54","10/10/2024 16:12:54","International Monetary Fund (IMF)","Recovery for controlled disposal","Non-circular Pathways","30","109"
"972","public finance","Domestic Finance","2019","2024","Canada","North America","High income","1","0","0","0","Ministry of Environment and Renewable Energy","Foundation","World Bank","Sweden","Europe","Sweden","Non-profit organization","Transport & Storage","bwOKvRSfoqDMNUtU","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor Regional","8","1","B04","41107","1",,,"1","0","0","0","1","0","0","65","22","95","55","19","791","10/10/2024 16:12:54","10/10/2024 16:12:54","Private Equity, Venture Capital","Digital Mapping","Supporting Pathways","11","171"
"973","public finance","MEA Finance","2020","2021","Germany","Europe","Lower middle income","0","0","1","1","Ministry of Environment and Renewable Energy","Regional Government","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Government","Post-Secondary Education","ekskkASkvpZiIBnM","Forest Investment Program (FIP)","Multi Donor National","7","0","B03","21000",,,,"0","1","0","1","1","0","0","86","88","91","17","94","533","10/10/2024 16:12:54","10/10/2024 16:12:54","Local Government","Other Services","Supporting Pathways","129","55"
"974","private finance","Private Finance","2020","2021","Spain","Europe","Lower middle income","1","0","0","0","Ministry of Environment and Renewable Energy","Regional Development Bank","World Bank","Sweden","Europe","Sweden","Regional agency","Transport & Storage","IRwJ94Mc1806FS3k","Amazon Fund","Multi Donor National","7","1","B03","21000","0","2",,"1","0","1","0","1","0","1","12","39","28","95","49","310","10/10/2024 16:12:54","10/10/2024 16:12:54","Institutional Investors","Circular Design and Production","Circular Pathways","129","182"
"975","public finance","MEA Finance","2022","2024","China","Asia","Lower middle income","1","1","1","1","UNEP","Regional agency","World Bank","Sweden","Europe","Sweden","National Institute","Water Supply & Sanitation","hwXcqkPxKbXKj0dS","Adaptation Fund (AF)","Multi Donor National","3","0","D01","21000","2","1","1","1","1","0","0","0","0","0","8","95","56","95","62","821","10/10/2024 16:12:54","10/10/2024 16:12:54","United Nations agency, fund or commission","Plastic Waste-to-Fuel","Non-circular Pathways","45","77"
"976","public finance","Domestic Finance","2021","2018","Spain","Europe","High income","0","1","0","0","UNEP","Non-profit organization","World Bank","Sweden","Europe","Sweden","International Agency","Water Supply & Sanitation","ClWqfdtfzDgaF0s5","Global Environment Facility (GEF4)","Multilateral","1","0","B03","11001","1",,,"0","1","1","1","0","1","1","30","17","59","23","83","705","10/10/2024 16:12:54","10/10/2024 16:12:54","Other Investors","Plastic Waste-to-Energy","Non-circular Pathways","75","119"
"977","public finance","Development Finance","2021","2018","India","Asia","High income","1","0","1","1","UNEP","Non-profit organization","World Bank","Sweden","Europe","Sweden","International Agency","Water Supply & Sanitation","PqYghEfkc6EgXgsY","Forest Investment Program (FIP)","Multi Donor Regional","3","1","B04","41107",,"0","0","1","1","0","1","1","0","1","63","81","46","64","44","176","10/10/2024 16:12:54","10/10/2024 16:12:54","Private Equity, Venture Capital","Incineration","Non-circular Pathways","191","198"
"978","public finance","Domestic Finance","2021","2021","Egypt","Africa","High income","1","0","0","0","Economic Affairs and Investment Division Ministry of Finance","Regional Development Bank","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Foundation","General Environment Protection","jiSS8cDfFE0EVidf","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multilateral","1","0","B03","11001","0","0","0","0","0","1","1","0","0","1","95","63","35","93","31","691","10/10/2024 16:12:54","10/10/2024 16:12:54","Institutional Investors","Incineration","Non-circular Pathways","39","58"
"979","public finance","MEA Finance","2022","2023","United States","North America","Lower middle income","0","1","1","1","Economic Affairs and Investment Division Ministry of Finance","Non-profit regional funds","International Union for Conservation of Nature (IUCN)","UNEP","Africa","Kenya","Non-profit organization","Transport & Storage","73t20uJtQLEFheFw","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor Regional","4","1","E01","11001","2","1","2","1","0","0","1","0","1","1","54","87","85","90","7","269","10/10/2024 16:12:54","10/10/2024 16:12:54","Other MEAs","Value Recovery","Circular Pathways","146","174"
"980","public finance","Development Finance","2024","2021","New Zealand","Oceania","Low income","1","1","0","0","UNEP","Regional Development Bank","The United Nations Environment Programme (UNEP)","South Korea","Asia","South Korea","Non-profit regional funds","Transport & Storage","JWcUBoLA1uQ6sky7","Global Climate Change Alliance (GCCA)","Multi Donor National","1","1","B04","22000","0",,"2","0","0","1","1","0","1","1","21","37","49","59","95","156","10/10/2024 16:12:54","10/10/2024 16:12:54","Institutional Investors","Digital Mapping","Supporting Pathways","104","82"
"981","public finance","Development Finance","2022","2022","Bangladesh","Asia","Upper middle income","0","0","0","1","UNEP","International Agency","The United Nations Environment Programme (UNEP)","Sweden","Europe","Sweden","Regional agency","Post-Secondary Education","TgEb5YRojL09HNeM","Adaptation for Smallholder Agriculture Programme (ASAP)","Multi Donor National","8","0","B04","22000","0",,"1","1","1","1","0","1","0","0","94","79","17","98","16","811","10/10/2024 16:12:54","10/10/2024 16:12:54","ILBI*","Plastic Waste-to-Fuel","Non-circular Pathways","14","142"
"982","public finance","Domestic Finance","2022","2018","Sweden","Europe","Low income","1","1","0","1","Ministry of Environment and Renewable Energy","Intergovernmental Organisation","International Union for Conservation of Nature (IUCN)","Sweden","Europe","Sweden","Corporation","Post-Secondary Education","A7sG6B9xXQxRZ4iQ","Global Energy Efficiency and Renewable Energy Fund (GEEREF)","Multi Donor National","3","1","E01","11001","1",,"0","1","1","0","0","1","0","0","52","47","74","33","11","202","10/10/2024 16:12:54","10/10/2024 16:12:54","Other Public Entities","Recovery for controlled disposal","Non-circular Pathways","71","176"
"983","public finance","MEA Finance","2020","2022","Germany","Europe","Lower middle income","0","1","1","0","Ministry of Environment and Renewable Energy","Foundation","The United Nations Environment Programme (UNEP)","UNEP","Africa","Kenya","Regional Government","Transport & Storage","ZOgKV9hMMcnUQCEm","Global Environment Facility (GEF4)","Multi Donor National","7","0","D02","21000","1","1","2","0","0","0","0","1","1","0","17","77","96","40","49","657","10/10/2024 16:12:54","10/10/2024 16:12:54","Local Government","Incineration","Non-circular Pathways","29","63"
